id,gid,x,y,v_x,v_y,radius,time
2,1,-6.417392,0.052841,-1.298803,-0.006574,0.750000,6.000000
0,0,-2.027480,-1.544245,1.298214,0.062636,0.750000,6.050000
1,0,-2.058447,1.606602,1.297895,-0.069794,0.750000,6.050000
2,1,-6.482338,0.052509,-1.298921,-0.006634,0.750000,6.050000
0,0,-1.962568,-1.541106,1.298234,0.062780,0.750000,6.100000
1,0,-1.993552,1.603105,1.297911,-0.069935,0.750000,6.100000
2,1,-6.547290,0.052175,-1.299027,-0.006687,0.750000,6.100000
0,0,-1.897656,-1.537961,1.298253,0.062911,0.750000,6.150000
1,0,-1.928656,1.599602,1.297924,-0.070063,0.750000,6.150000
2,1,-6.612246,0.051838,-1.299122,-0.006736,0.750000,6.150000
0,0,-1.832742,-1.534809,1.298269,0.063030,0.750000,6.200000
1,0,-1.863759,1.596093,1.297937,-0.070178,0.750000,6.200000
2,1,-6.677206,0.051499,-1.299208,-0.006780,0.750000,6.200000
0,0,-1.767828,-1.531653,1.298284,0.063137,0.750000,6.250000
1,0,-1.798861,1.592579,1.297948,-0.070283,0.750000,6.250000
2,1,-6.742170,0.051158,-1.299285,-0.006820,0.750000,6.250000
0,0,-1.702913,-1.528491,1.298298,0.063234,0.750000,6.300000
1,0,-1.733964,1.589060,1.297958,-0.070377,0.750000,6.300000
2,1,-6.807138,0.050815,-1.299355,-0.006857,0.750000,6.300000
0,0,-1.637998,-1.525325,1.298310,0.063322,0.750000,6.350000
1,0,-1.669065,1.585537,1.297967,-0.070463,0.750000,6.350000
2,1,-6.872109,0.050471,-1.299417,-0.006890,0.750000,6.350000
0,0,-1.573082,-1.522155,1.298321,0.063402,0.750000,6.400000
1,0,-1.604166,1.582010,1.297975,-0.070541,0.750000,6.400000
